ts,iso,energy_mj,power_mw,util_gpu,mem_used_mib,sm_clock_mhz,temp_c
1784899073.8859,21:17:53,2364574444039,61102,0,24037,2520,33
1784899074.0859,21:17:54,2364574456013,60949,0,24037,2520,33
1784899074.2859,21:17:54,2364574467992,60949,0,24037,2520,33
1784899074.4859,21:17:54,2364574479974,60949,0,24037,2520,33
1784899074.6859,21:17:54,2364574491910,60949,0,24037,2520,33
1784899074.8859,21:17:54,2364574503884,60949,0,24037,2520,33
1784899075.0859,21:17:55,2364574515853,60901,0,24037,2520,33
1784899075.2859,21:17:55,2364574527758,60901,0,24037,2520,33
1784899075.4859,21:17:55,2364574539726,60901,0,24037,2520,33
1784899075.6859,21:17:55,2364574551651,60901,0,24037,2520,33
1784899075.8859,21:17:55,2364574563571,60901,0,24037,2520,33
1784899076.0859,21:17:56,2364574575563,60947,0,24037,2520,33
1784899076.2859,21:17:56,2364574587436,60947,0,24037,2520,33
1784899076.4859,21:17:56,2364574599268,60947,0,24037,2520,33
1784899076.6859,21:17:56,2364574611148,60947,0,24037,2520,33
1784899076.8859,21:17:56,2364574623029,60947,0,24037,2520,33
1784899077.0859,21:17:57,2364574634928,60873,0,24037,2520,33
1784899077.2859,21:17:57,2364574646882,60873,0,24037,2520,33
1784899077.4859,21:17:57,2364574658786,60873,0,24037,2520,33
1784899077.6859,21:17:57,2364574670690,60873,0,24037,2520,33
1784899077.8859,21:17:57,2364574682631,60873,0,24037,2520,33
1784899078.0859,21:17:58,2364574694443,60820,0,24037,2520,33
1784899078.2859,21:17:58,2364574706267,60820,0,24037,2520,33
1784899078.4859,21:17:58,2364574718117,60820,0,24037,2520,33
1784899078.6859,21:17:58,2364574729961,60820,0,24037,2520,33
1784899078.8859,21:17:58,2364574741752,60820,0,24037,2520,33
1784899079.0859,21:17:59,2364574753558,60781,0,24037,2520,33
1784899079.2859,21:17:59,2364574765284,60781,0,24037,2520,33
1784899079.4859,21:17:59,2364574777030,60781,0,24037,2520,33
1784899079.6859,21:17:59,2364574788786,60781,0,24037,2520,33
1784899079.8859,21:17:59,2364574800477,60781,0,24037,2520,33
1784899080.0859,21:18:00,2364574812238,60497,0,24037,2520,33
1784899080.2859,21:18:00,2364574824034,60497,0,24037,2520,33
1784899080.4859,21:18:00,2364574835813,60497,0,24037,2520,33
1784899080.6859,21:18:00,2364574847576,60497,0,24037,2520,33
1784899080.8859,21:18:00,2364574859302,60497,0,24037,2520,33
1784899081.0859,21:18:01,2364574871001,60349,0,24037,2520,33
1784899081.2878,21:18:01,2364574882643,60349,0,24037,2520,33
1784899081.4859,21:18:01,2364574894228,60349,0,24037,2520,33
1784899081.6859,21:18:01,2364574905985,60349,0,24037,2520,33
1784899081.8859,21:18:01,2364574917700,60349,0,24037,2520,33
1784899082.0859,21:18:02,2364574929410,60321,0,24037,2520,33
1784899082.2859,21:18:02,2364574937157,60321,0,24037,2520,33
1784899082.4859,21:18:02,2364574943002,60321,0,24037,2520,33
1784899082.6859,21:18:02,2364574950082,60321,0,24037,2520,33
1784899082.8859,21:18:02,2364574955904,60321,0,24037,2520,33
1784899083.0859,21:18:03,2364574961667,52235,0,24037,435,32
1784899083.2859,21:18:03,2364574967332,52235,0,24037,435,32
1784899083.4859,21:18:03,2364574973014,52235,0,24037,435,32
1784899083.6859,21:18:03,2364574977893,52235,0,24037,435,32
1784899083.8859,21:18:03,2364574982225,52235,0,24037,435,32
1784899084.0859,21:18:04,2364574986526,36246,0,24037,285,32
1784899084.2859,21:18:04,2364574990843,36246,0,24037,285,32
1784899084.4859,21:18:04,2364574995091,36246,0,24037,285,32
1784899084.6859,21:18:04,2364574999347,36246,0,24037,285,32
1784899084.8859,21:18:04,2364575003661,36246,0,24037,285,32
1784899085.0859,21:18:05,2364575039880,30612,96,24037,2520,31
1784899085.2859,21:18:05,2364575116622,30612,96,24037,2520,31
1784899085.4859,21:18:05,2364575196586,30612,96,24037,2520,31
